ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
CB,2020-03-22,84,84,0,0,0
CE,2020-03-22,7,0,0,0,7
CL,2020-03-22,711,635,76,0,0
CM,2020-03-22,663,178,12,0,473
CN,2020-03-22,75,73,0,0,2
CT,2020-03-22,1313,1238,0,1,74
EX,2020-03-22,131,116,15,0,0
GA,2020-03-22,250,249,1,0,0
IB,2020-03-22,91,90,0,0,1
MC,2020-03-22,79,64,15,0,0
MD,2020-03-22,1655,1643,1,0,11
ML,2020-03-22,5,4,0,0,1
NC,2020-03-22,194,141,53,0,0
PV,2020-03-22,394,384,0,0,10
RI,2020-03-22,108,108,0,0,0
VC,2020-03-22,398,363,30,0,5
AN,2020-03-23,562,535,27,0,0
AR,2020-03-23,268,267,0,1,0
AS,2020-03-23,70,70,0,0,0
CB,2020-03-23,88,88,0,0,0
CE,2020-03-23,9,0,6,0,3
CL,2020-03-23,774,669,105,0,0
CM,2020-03-23,756,249,13,0,494
CN,2020-03-23,97,91,0,0,6
CT,2020-03-23,1515,1409,0,13,93
EX,2020-03-23,245,209,36,0,0
GA,2020-03-23,383,377,4,0,2
IB,2020-03-23,82,79,3,0,0
MC,2020-03-23,128,100,28,0,0
MD,2020-03-23,2133,2127,0,1,5
ML,2020-03-23,5,4,0,0,1
NC,2020-03-23,242,161,81,0,0
PV,2020-03-23,484,461,0,0,23
RI,2020-03-23,158,155,3,0,0
VC,2020-03-23,485,431,51,0,3
AN,2020-03-24,492,463,29,0,0
AR,2020-03-24,195,193,0,2,0
AS,2020-03-24,58,58,0,0,0
CB,2020-03-24,57,57,0,0,0
CE,2020-03-24,8,0,0,0,8
CL,2020-03-24,664,556,106,1,1
CM,2020-03-24,646,249,17,0,380
CN,2020-03-24,63,59,0,0,4
CT,2020-03-24,1418,1336,0,5,77
EX,2020-03-24,160,137,23,0,0
GA,2020-03-24,295,291,1,0,3
IB,2020-03-24,66,65,1,0,0
MC,2020-03-24,78,61,17,0,0
MD,2020-03-24,1994,1987,1,0,6
ML,2020-03-24,1,1,0,0,0
NC,2020-03-24,278,198,80,0,0
PV,2020-03-24,396,377,0,0,19
RI,2020-03-24,118,118,0,0,0
VC,2020-03-24,340,306,27,0,7
AN,2020-03-25,522,487,34,0,1
AR,2020-03-25,188,187,0,0,1
AS,2020-03-25,57,57,0,0,0
CB,2020-03-25,57,57,0,0,0
CE,2020-03-25,9,1,2,0,6
CL,2020-03-25,694,597,97,0,0
CM,2020-03-25,666,242,20,3,401
CN,2020-03-25,55,54,0,0,1
CT,2020-03-25,1328,1254,0,4,70
EX,2020-03-25,153,121,32,0,0
GA,2020-03-25,288,283,4,0,1
IB,2020-03-25,84,80,3,0,1
MC,2020-03-25,84,65,17,0,2
MD,2020-03-25,1776,1775,0,0,1
ML,2020-03-25,4,3,1,0,0
NC,2020-03-25,242,182,60,0,0
PV,2020-03-25,411,391,0,0,20
RI,2020-03-25,133,132,1,0,0
VC,2020-03-25,411,359,42,0,10
AN,2020-03-26,472,435,36,1,0
AR,2020-03-26,166,166,0,0,0
AS,2020-03-26,77,77,0,0,0
CB,2020-03-26,39,39,0,0,0
CE,2020-03-26,5,1,1,0,3
CL,2020-03-26,560,482,78,0,0
CM,2020-03-26,585,239,16,1,329
CN,2020-03-26,62,60,0,0,2
CT,2020-03-26,1389,1321,0,2,66
EX,2020-03-26,138,120,18,0,0
GA,2020-03-26,300,295,4,0,1
IB,2020-03-26,73,68,5,0,0
MC,2020-03-26,47,36,11,0,0
MD,2020-03-26,1551,1547,0,1,3
ML,2020-03-26,6,5,1,0,0
NC,2020-03-26,167,117,50,0,0
PV,2020-03-26,365,351,0,0,14
RI,2020-03-26,114,112,2,0,0
VC,2020-03-26,309,271,33,0,5
AN,2020-03-27,423,392,31,0,0
AR,2020-03-27,212,212,0,0,0
AS,2020-03-27,70,70,0,0,0
CB,2020-03-27,74,74,0,0,0
CE,2020-03-27,2,0,1,0,1
CL,2020-03-27,524,456,68,0,0
CM,2020-03-27,507,198,14,3,292
CN,2020-03-27,71,69,0,0,2
CT,2020-03-27,1258,1197,0,7,54
EX,2020-03-27,109,91,18,0,0
GA,2020-03-27,306,301,3,0,2
IB,2020-03-27,40,37,2,0,1
MC,2020-03-27,52,36,14,0,2
MD,2020-03-27,1495,1491,0,1,3
ML,2020-03-27,5,3,0,0,2
NC,2020-03-27,161,115,46,0,0
PV,2020-03-27,400,389,0,0,11
RI,2020-03-27,129,126,2,0,1
VC,2020-03-27,334,295,27,0,12
AN,2020-03-28,324,296,28,0,0
AR,2020-03-28,148,147,0,1,0
AS,2020-03-28,53,53,0,0,0
CB,2020-03-28,68,68,0,0,0
CE,2020-03-28,5,0,0,0,5
CL,2020-03-28,523,461,62,0,0
CM,2020-03-28,410,166,25,1,218
CN,2020-03-28,36,35,0,0,1
CT,2020-03-28,1330,1264,0,5,61
EX,2020-03-28,96,72,24,0,0
GA,2020-03-28,336,333,1,0,2
IB,2020-03-28,36,32,4,0,0
MC,2020-03-28,40,29,11,0,0
MD,2020-03-28,1257,1255,0,0,2
ML,2020-03-28,4,3,1,0,0
NC,2020-03-28,140,108,32,0,0
PV,2020-03-28,291,280,0,0,11
RI,2020-03-28,100,100,0,0,0
VC,2020-03-28,246,218,19,0,9
AN,2020-03-29,340,319,21,0,0
AR,2020-03-29,136,136,0,0,0
AS,2020-03-29,40,40,0,0,0
CB,2020-03-29,39,39,0,0,0
CE,2020-03-29,7,0,0,0,7
CL,2020-03-29,424,388,36,0,0
CM,2020-03-29,372,171,20,0,181
CN,2020-03-29,42,42,0,0,0
CT,2020-03-29,1045,972,0,8,65
EX,2020-03-29,62,51,11,0,0
GA,2020-03-29,198,196,1,0,1
IB,2020-03-29,37,36,1,0,0
MC,2020-03-29,35,23,12,0,0
MD,2020-03-29,875,871,1,0,3
ML,2020-03-29,5,4,0,0,1
NC,2020-03-29,96,79,17,0,0
PV,2020-03-29,268,240,0,0,28
RI,2020-03-29,87,85,2,0,0
VC,2020-03-29,217,183,23,0,11
AN,2020-03-30,341,302,39,0,0
AR,2020-03-30,131,131,0,0,0
AS,2020-03-30,45,45,0,0,0
CB,2020-03-30,28,28,0,0,0
CE,2020-03-30,5,0,1,0,4
CL,2020-03-30,500,425,74,0,1
CM,2020-03-30,522,230,22,2,268
CN,2020-03-30,51,49,0,0,2
CT,2020-03-30,1213,1112,0,12,89
EX,2020-03-30,107,66,41,0,0
GA,2020-03-30,282,273,5,0,4
IB,2020-03-30,66,61,3,0,2
MC,2020-03-30,41,26,15,0,0
MD,2020-03-30,1091,1087,1,1,2
ML,2020-03-30,3,3,0,0,0
NC,2020-03-30,245,211,34,0,0
PV,2020-03-30,323,306,0,0,17
RI,2020-03-30,117,116,1,0,0
VC,2020-03-30,256,222,25,0,9
AN,2020-03-31,255,239,16,0,0
AR,2020-03-31,116,116,0,0,0
AS,2020-03-31,42,42,0,0,0
CB,2020-03-31,33,33,0,0,0
CE,2020-03-31,2,0,0,0,2
CL,2020-03-31,401,361,40,0,0
CM,2020-03-31,412,169,30,2,211
CN,2020-03-31,28,27,0,0,1
CT,2020-03-31,1134,1073,0,2,59
EX,2020-03-31,61,37,24,0,0
GA,2020-03-31,167,161,4,0,2
IB,2020-03-31,48,45,3,0,0
MC,2020-03-31,30,23,7,0,0
MD,2020-03-31,1075,1074,0,0,1
ML,2020-03-31,3,3,0,0,0
NC,2020-03-31,151,125,26,0,0
PV,2020-03-31,268,249,0,0,19
RI,2020-03-31,108,105,3,0,0
VC,2020-03-31,181,151,23,0,7
AN,2020-04-01,357,324,32,0,1
AR,2020-04-01,157,156,0,0,1
AS,2020-04-01,29,29,0,0,0
CB,2020-04-01,72,72,0,0,0
CE,2020-04-01,8,0,6,0,2
CL,2020-04-01,560,448,112,0,0
CM,2020-04-01,461,193,35,1,232
CN,2020-04-01,53,52,0,0,1
CT,2020-04-01,1290,1220,0,9,61
EX,2020-04-01,134,89,45,0,0
GA,2020-04-01,240,233,4,0,3
IB,2020-04-01,84,81,3,0,0
MC,2020-04-01,28,19,9,0,0
MD,2020-04-01,1351,1349,0,0,2
ML,2020-04-01,5,5,0,0,0
NC,2020-04-01,233,195,38,0,0
PV,2020-04-01,289,267,0,0,22
RI,2020-04-01,108,107,1,0,0
VC,2020-04-01,240,202,31,1,6
AN,2020-04-02,263,216,47,0,0
AR,2020-04-02,129,129,0,0,0
AS,2020-04-02,54,54,0,0,0
CB,2020-04-02,53,53,0,0,0
CE,2020-04-02,2,0,1,0,1
CL,2020-04-02,518,446,72,0,0
CM,2020-04-02,366,147,24,1,194
CN,2020-04-02,34,32,0,0,2
CT,2020-04-02,1066,1009,0,2,55
EX,2020-04-02,76,51,25,0,0
GA,2020-04-02,266,259,4,0,3
IB,2020-04-02,35,34,1,0,0
MC,2020-04-02,30,21,9,0,0
MD,2020-04-02,1004,1003,0,1,0
ML,2020-04-02,3,3,0,0,0
NC,2020-04-02,144,126,18,0,0
PV,2020-04-02,257,240,0,0,17
RI,2020-04-02,100,99,1,0,0
VC,2020-04-02,217,181,31,0,5
AN,2020-04-03,203,173,30,0,0
AR,2020-04-03,109,109,0,0,0
AS,2020-04-03,38,38,0,0,0
CB,2020-04-03,34,34,0,0,0
CE,2020-04-03,2,0,1,0,1
CL,2020-04-03,568,492,76,0,0
CM,2020-04-03,340,148,27,0,165
CN,2020-04-03,17,17,0,0,0
CT,2020-04-03,1214,1171,1,3,39
EX,2020-04-03,104,65,39,0,0
GA,2020-04-03,209,209,0,0,0
IB,2020-04-03,47,43,3,0,1
MC,2020-04-03,26,14,12,0,0
MD,2020-04-03,936,936,0,0,0
ML,2020-04-03,4,3,1,0,0
NC,2020-04-03,138,126,12,0,0
PV,2020-04-03,330,309,0,0,21
RI,2020-04-03,79,75,4,0,0
VC,2020-04-03,216,190,23,0,3
AN,2020-04-04,317,166,151,0,0
AR,2020-04-04,96,95,0,0,1
AS,2020-04-04,45,45,0,0,0
CB,2020-04-04,62,62,0,0,0
CE,2020-04-04,2,0,0,0,2
CL,2020-04-04,570,483,87,0,0
CM,2020-04-04,381,144,35,0,202
CN,2020-04-04,29,28,0,0,1
CT,2020-04-04,973,932,0,2,39
EX,2020-04-04,75,47,28,0,0
GA,2020-04-04,134,133,0,0,1
IB,2020-04-04,25,23,2,0,0
MC,2020-04-04,22,19,3,0,0
MD,2020-04-04,718,716,0,0,2
ML,2020-04-04,3,2,1,0,0
NC,2020-04-04,88,76,12,0,0
PV,2020-04-04,215,200,0,0,15
RI,2020-04-04,55,53,2,0,0
VC,2020-04-04,142,118,19,0,5
AN,2020-04-05,277,160,117,0,0
AR,2020-04-05,96,95,0,1,0
AS,2020-04-05,43,43,0,0,0
CB,2020-04-05,25,25,0,0,0
CE,2020-04-05,2,0,0,0,2
CL,2020-04-05,390,318,72,0,0
CM,2020-04-05,462,237,33,1,191
CN,2020-04-05,17,15,0,0,2
CT,2020-04-05,847,807,0,0,40
EX,2020-04-05,53,25,28,0,0
GA,2020-04-05,118,115,2,0,1
IB,2020-04-05,30,27,2,0,1
MC,2020-04-05,29,11,18,0,0
MD,2020-04-05,637,636,0,0,1
ML,2020-04-05,1,0,1,0,0
NC,2020-04-05,101,86,15,0,0
PV,2020-04-05,229,218,0,0,11
RI,2020-04-05,36,35,1,0,0
VC,2020-04-05,122,105,12,0,5
AN,2020-04-06,187,137,49,0,1
AR,2020-04-06,125,125,0,0,0
AS,2020-04-06,41,41,0,0,0
CB,2020-04-06,28,27,1,0,0
CE,2020-04-06,3,1,0,0,2
CL,2020-04-06,595,462,133,0,0
CM,2020-04-06,417,126,25,2,264
CN,2020-04-06,13,13,0,0,0
CT,2020-04-06,818,739,0,1,78
EX,2020-04-06,78,37,41,0,0
GA,2020-04-06,184,177,6,0,1
IB,2020-04-06,26,21,5,0,0
MC,2020-04-06,15,6,9,0,0
MD,2020-04-06,629,628,0,0,1
ML,2020-04-06,0,0,0,0,0
NC,2020-04-06,149,132,17,0,0
PV,2020-04-06,300,286,0,0,14
RI,2020-04-06,41,41,0,0,0
VC,2020-04-06,180,137,37,0,6
AN,2020-04-07,266,163,103,0,0
AR,2020-04-07,108,108,0,0,0
AS,2020-04-07,45,45,0,0,0
CB,2020-04-07,13,13,0,0,0
CE,2020-04-07,2,0,0,0,2
CL,2020-04-07,430,328,102,0,0
CM,2020-04-07,364,98,23,0,243
CN,2020-04-07,26,24,0,0,2
CT,2020-04-07,746,680,0,0,66
EX,2020-04-07,72,27,45,0,0
GA,2020-04-07,154,148,3,0,3
IB,2020-04-07,19,18,1,0,0
MC,2020-04-07,10,4,5,0,1
MD,2020-04-07,749,746,0,1,2
ML,2020-04-07,2,2,0,0,0
NC,2020-04-07,118,84,34,0,0
PV,2020-04-07,241,223,0,0,18
RI,2020-04-07,52,51,1,0,0
VC,2020-04-07,171,127,39,0,5
AN,2020-04-08,252,133,119,0,0
AR,2020-04-08,111,110,0,0,1
AS,2020-04-08,48,48,0,0,0
CB,2020-04-08,26,26,0,0,0
CE,2020-04-08,1,0,1,0,0
CL,2020-04-08,508,372,136,0,0
CM,2020-04-08,365,106,21,0,238
CN,2020-04-08,16,14,0,0,2
CT,2020-04-08,997,955,0,2,40
EX,2020-04-08,83,36,47,0,0
GA,2020-04-08,150,147,2,0,1
IB,2020-04-08,23,22,1,0,0
MC,2020-04-08,40,16,24,0,0
MD,2020-04-08,685,683,0,2,0
ML,2020-04-08,0,0,0,0,0
NC,2020-04-08,119,93,26,0,0
PV,2020-04-08,243,218,0,0,25
RI,2020-04-08,45,39,6,0,0
VC,2020-04-08,171,126,41,0,4
AN,2020-04-09,137,85,52,0,0
AR,2020-04-09,103,90,0,0,13
AS,2020-04-09,43,43,0,0,0
CB,2020-04-09,23,23,0,0,0
CE,2020-04-09,3,1,1,0,1
CL,2020-04-09,538,352,186,0,0
CM,2020-04-09,344,81,9,2,252
CN,2020-04-09,26,23,0,0,3
CT,2020-04-09,1054,1011,0,1,42
EX,2020-04-09,76,21,55,0,0
GA,2020-04-09,159,149,8,0,2
IB,2020-04-09,11,8,3,0,0
MC,2020-04-09,27,5,21,0,1
MD,2020-04-09,641,636,0,1,4
ML,2020-04-09,0,0,0,0,0
NC,2020-04-09,112,79,33,0,0
PV,2020-04-09,216,194,0,0,22
RI,2020-04-09,44,42,2,0,0
VC,2020-04-09,173,117,51,0,5
AN,2020-04-10,218,98,120,0,0
AR,2020-04-10,83,73,0,1,9
AS,2020-04-10,57,57,0,0,0
CB,2020-04-10,29,29,0,0,0
CE,2020-04-10,1,0,0,0,1
CL,2020-04-10,558,324,234,0,0
CM,2020-04-10,298,70,18,0,210
CN,2020-04-10,14,13,0,0,1
CT,2020-04-10,1015,968,0,2,45
EX,2020-04-10,98,39,59,0,0
GA,2020-04-10,80,71,9,0,0
IB,2020-04-10,21,17,4,0,0
MC,2020-04-10,12,5,7,0,0
MD,2020-04-10,709,707,0,0,2
ML,2020-04-10,1,1,0,0,0
NC,2020-04-10,106,69,37,0,0
PV,2020-04-10,199,176,0,0,23
RI,2020-04-10,40,39,1,0,0
VC,2020-04-10,141,95,45,0,1
AN,2020-04-11,163,95,68,0,0
AR,2020-04-11,63,57,0,0,6
AS,2020-04-11,53,53,0,0,0
CB,2020-04-11,24,24,0,0,0
CE,2020-04-11,2,0,2,0,0
CL,2020-04-11,482,311,171,0,0
CM,2020-04-11,155,59,13,0,83
CN,2020-04-11,14,14,0,0,0
CT,2020-04-11,1060,1030,0,1,29
EX,2020-04-11,71,27,44,0,0
GA,2020-04-11,66,63,2,0,1
IB,2020-04-11,15,14,1,0,0
MC,2020-04-11,12,5,7,0,0
MD,2020-04-11,576,575,1,0,0
ML,2020-04-11,0,0,0,0,0
NC,2020-04-11,84,45,39,0,0
PV,2020-04-11,140,124,0,0,16
RI,2020-04-11,25,23,2,0,0
VC,2020-04-11,133,78,50,0,5
AN,2020-04-12,129,81,48,0,0
AR,2020-04-12,55,52,0,0,3
AS,2020-04-12,23,23,0,0,0
CB,2020-04-12,46,46,0,0,0
CE,2020-04-12,0,0,0,0,0
CL,2020-04-12,326,159,167,0,0
CM,2020-04-12,225,72,6,0,147
CN,2020-04-12,8,8,0,0,0
CT,2020-04-12,673,651,0,1,21
EX,2020-04-12,47,21,26,0,0
GA,2020-04-12,66,62,3,0,1
IB,2020-04-12,15,15,0,0,0
MC,2020-04-12,11,4,4,0,3
MD,2020-04-12,505,504,0,0,1
ML,2020-04-12,1,1,0,0,0
NC,2020-04-12,90,59,31,0,0
PV,2020-04-12,153,142,0,0,11
RI,2020-04-12,22,22,0,0,0
VC,2020-04-12,83,67,14,0,2
AN,2020-04-13,111,70,40,1,0
AR,2020-04-13,84,72,0,0,12
AS,2020-04-13,32,32,0,0,0
CB,2020-04-13,35,35,0,0,0
CE,2020-04-13,2,0,1,0,1
CL,2020-04-13,513,236,277,0,0
CM,2020-04-13,327,106,10,1,210
CN,2020-04-13,13,12,0,0,1
CT,2020-04-13,604,556,0,2,46
EX,2020-04-13,68,24,44,0,0
GA,2020-04-13,110,103,7,0,0
IB,2020-04-13,15,10,4,0,1
MC,2020-04-13,7,1,6,0,0
MD,2020-04-13,382,379,0,0,3
ML,2020-04-13,1,1,0,0,0
NC,2020-04-13,87,56,31,0,0
PV,2020-04-13,130,109,0,0,21
RI,2020-04-13,29,25,4,0,0
VC,2020-04-13,99,63,31,0,5
AN,2020-04-14,209,57,152,0,0
AR,2020-04-14,53,45,0,0,8
AS,2020-04-14,30,30,0,0,0
CB,2020-04-14,14,14,0,0,0
CE,2020-04-14,0,0,0,0,0
CL,2020-04-14,461,201,260,0,0
CM,2020-04-14,233,67,17,0,149
CN,2020-04-14,13,12,0,0,1
CT,2020-04-14,733,703,0,2,28
EX,2020-04-14,87,28,59,0,0
GA,2020-04-14,99,63,34,0,2
IB,2020-04-14,10,8,2,0,0
MC,2020-04-14,7,5,2,0,0
MD,2020-04-14,500,495,0,1,4
ML,2020-04-14,0,0,0,0,0
NC,2020-04-14,100,48,52,0,0
PV,2020-04-14,104,89,0,0,15
RI,2020-04-14,24,24,0,0,0
VC,2020-04-14,98,63,29,0,6
AN,2020-04-15,216,90,126,0,0
AR,2020-04-15,79,64,0,0,15
AS,2020-04-15,40,40,0,0,0
CB,2020-04-15,17,17,0,0,0
CE,2020-04-15,0,0,0,0,0
CL,2020-04-15,342,174,168,0,0
CM,2020-04-15,180,77,6,0,97
CN,2020-04-15,15,15,0,0,0
CT,2020-04-15,761,736,0,2,23
EX,2020-04-15,97,25,72,0,0
GA,2020-04-15,199,97,100,0,2
IB,2020-04-15,9,5,4,0,0
MC,2020-04-15,9,5,3,0,1
MD,2020-04-15,504,503,0,0,1
ML,2020-04-15,0,0,0,0,0
NC,2020-04-15,78,35,43,0,0
PV,2020-04-15,110,100,0,0,10
RI,2020-04-15,16,14,2,0,0
VC,2020-04-15,151,72,75,0,4
AN,2020-04-16,175,50,125,0,0
AR,2020-04-16,66,57,0,1,8
AS,2020-04-16,12,12,0,0,0
CB,2020-04-16,18,18,0,0,0
CE,2020-04-16,1,1,0,0,0
CL,2020-04-16,299,144,155,0,0
CM,2020-04-16,127,33,10,0,84
CN,2020-04-16,15,14,0,0,1
CT,2020-04-16,717,703,0,0,14
EX,2020-04-16,69,23,45,1,0
GA,2020-04-16,108,69,36,0,3
IB,2020-04-16,14,14,0,0,0
MC,2020-04-16,2,1,1,0,0
MD,2020-04-16,596,595,0,0,1
ML,2020-04-16,0,0,0,0,0
NC,2020-04-16,61,30,31,0,0
PV,2020-04-16,128,108,0,0,20
RI,2020-04-16,29,28,1,0,0
VC,2020-04-16,131,53,75,0,3
AN,2020-04-17,141,63,78,0,0
AR,2020-04-17,69,53,0,0,16
AS,2020-04-17,12,12,0,0,0
CB,2020-04-17,27,26,0,0,1
CE,2020-04-17,1,0,1,0,0
CL,2020-04-17,206,146,60,0,0
CM,2020-04-17,145,24,14,0,107
CN,2020-04-17,8,8,0,0,0
CT,2020-04-17,615,588,0,0,27
EX,2020-04-17,101,28,73,0,0
GA,2020-04-17,98,52,43,0,3
IB,2020-04-17,11,7,3,0,1
MC,2020-04-17,6,3,3,0,0
MD,2020-04-17,392,392,0,0,0
ML,2020-04-17,0,0,0,0,0
NC,2020-04-17,86,44,42,0,0
PV,2020-04-17,150,132,0,0,18
RI,2020-04-17,25,23,2,0,0
VC,2020-04-17,157,82,72,0,3
AN,2020-04-18,135,41,94,0,0
AR,2020-04-18,57,55,0,0,2
AS,2020-04-18,9,9,0,0,0
CB,2020-04-18,13,13,0,0,0
CE,2020-04-18,1,0,1,0,0
CL,2020-04-18,171,94,76,1,0
CM,2020-04-18,97,32,6,0,59
CN,2020-04-18,9,9,0,0,0
CT,2020-04-18,456,432,0,0,24
EX,2020-04-18,90,18,72,0,0
GA,2020-04-18,107,62,45,0,0
IB,2020-04-18,14,12,2,0,0
MC,2020-04-18,5,0,5,0,0
MD,2020-04-18,468,468,0,0,0
ML,2020-04-18,0,0,0,0,0
NC,2020-04-18,65,39,26,0,0
PV,2020-04-18,108,97,0,0,11
RI,2020-04-18,17,17,0,0,0
VC,2020-04-18,198,51,142,0,5
AN,2020-04-19,74,28,46,0,0
AR,2020-04-19,44,35,0,0,9
AS,2020-04-19,6,6,0,0,0
CB,2020-04-19,15,15,0,0,0
CE,2020-04-19,0,0,0,0,0
CL,2020-04-19,217,136,81,0,0
CM,2020-04-19,105,33,1,0,71
CN,2020-04-19,15,15,0,0,0
CT,2020-04-19,269,260,0,0,9
EX,2020-04-19,48,11,36,1,0
GA,2020-04-19,57,47,10,0,0
IB,2020-04-19,10,8,2,0,0
MC,2020-04-19,4,3,1,0,0
MD,2020-04-19,265,264,0,0,1
ML,2020-04-19,0,0,0,0,0
NC,2020-04-19,46,35,11,0,0
PV,2020-04-19,54,50,0,0,4
RI,2020-04-19,14,14,0,0,0
VC,2020-04-19,71,25,45,0,1
AN,2020-04-20,79,39,40,0,0
AR,2020-04-20,47,32,0,0,15
AS,2020-04-20,7,7,0,0,0
CB,2020-04-20,24,24,0,0,0
CE,2020-04-20,1,1,0,0,0
CL,2020-04-20,261,196,64,1,0
CM,2020-04-20,142,53,3,0,86
CN,2020-04-20,16,15,0,0,1
CT,2020-04-20,373,345,0,1,27
EX,2020-04-20,49,31,18,0,0
GA,2020-04-20,89,62,23,0,4
IB,2020-04-20,18,14,3,0,1
MC,2020-04-20,2,1,1,0,0
MD,2020-04-20,282,281,0,1,0
ML,2020-04-20,2,2,0,0,0
NC,2020-04-20,63,31,32,0,0
PV,2020-04-20,82,78,0,0,4
RI,2020-04-20,9,9,0,0,0
VC,2020-04-20,72,35,34,0,3
AN,2020-04-21,154,38,116,0,0
AR,2020-04-21,134,38,0,1,95
AS,2020-04-21,16,16,0,0,0
CB,2020-04-21,10,10,0,0,0
CE,2020-04-21,2,0,2,0,0
CL,2020-04-21,279,120,159,0,0
CM,2020-04-21,148,35,4,0,109
CN,2020-04-21,7,7,0,0,0
CT,2020-04-21,202,182,0,1,19
EX,2020-04-21,69,16,53,0,0
GA,2020-04-21,98,43,48,0,7
IB,2020-04-21,11,7,4,0,0
MC,2020-04-21,7,2,5,0,0
MD,2020-04-21,482,481,0,1,0
ML,2020-04-21,0,0,0,0,0
NC,2020-04-21,30,11,19,0,0
PV,2020-04-21,78,70,0,0,8
RI,2020-04-21,6,4,2,0,0
VC,2020-04-21,178,50,123,0,5
AN,2020-04-22,134,27,107,0,0
AR,2020-04-22,100,57,0,0,43
AS,2020-04-22,8,8,0,0,0
CB,2020-04-22,26,26,0,0,0
CE,2020-04-22,3,1,2,0,0
CL,2020-04-22,256,164,92,0,0
CM,2020-04-22,151,25,5,0,121
CN,2020-04-22,7,7,0,0,0
CT,2020-04-22,327,306,0,1,20
EX,2020-04-22,85,27,58,0,0
GA,2020-04-22,134,48,75,0,11
IB,2020-04-22,8,5,2,0,1
MC,2020-04-22,8,3,5,0,0
MD,2020-04-22,459,458,0,0,1
ML,2020-04-22,1,1,0,0,0
NC,2020-04-22,53,21,32,0,0
PV,2020-04-22,65,50,0,0,15
RI,2020-04-22,15,14,1,0,0
VC,2020-04-22,156,35,120,0,1
AN,2020-04-23,168,35,133,0,0
AR,2020-04-23,28,22,0,0,6
AS,2020-04-23,9,9,0,0,0
CB,2020-04-23,26,26,0,0,0
CE,2020-04-23,3,0,3,0,0
CL,2020-04-23,214,81,132,0,1
CM,2020-04-23,88,22,2,0,64
CN,2020-04-23,5,3,0,0,2
CT,2020-04-23,285,271,0,0,14
EX,2020-04-23,84,14,70,0,0
GA,2020-04-23,125,57,60,0,8
IB,2020-04-23,5,5,0,0,0
MC,2020-04-23,12,3,9,0,0
MD,2020-04-23,373,373,0,0,0
ML,2020-04-23,0,0,0,0,0
NC,2020-04-23,56,19,37,0,0
PV,2020-04-23,66,58,0,0,8
RI,2020-04-23,13,13,0,0,0
VC,2020-04-23,191,43,142,0,6
AN,2020-04-24,169,45,124,0,0
AR,2020-04-24,24,20,0,0,4
AS,2020-04-24,17,17,0,0,0
CB,2020-04-24,13,13,0,0,0
CE,2020-04-24,1,0,1,0,0
CL,2020-04-24,292,138,154,0,0
CM,2020-04-24,55,15,0,0,40
CN,2020-04-24,11,10,0,0,1
CT,2020-04-24,272,246,0,1,25
EX,2020-04-24,112,16,96,0,0
GA,2020-04-24,124,38,79,0,7
IB,2020-04-24,10,9,1,0,0
MC,2020-04-24,6,0,6,0,0
MD,2020-04-24,239,238,0,0,1
ML,2020-04-24,1,1,0,0,0
NC,2020-04-24,62,21,41,0,0
PV,2020-04-24,98,87,0,0,11
RI,2020-04-24,5,4,1,0,0
VC,2020-04-24,230,40,187,0,3
AN,2020-04-25,58,25,33,0,0
AR,2020-04-25,33,19,0,0,14
AS,2020-04-25,3,3,0,0,0
CB,2020-04-25,12,12,0,0,0
CE,2020-04-25,1,1,0,0,0
CL,2020-04-25,140,88,52,0,0
CM,2020-04-25,52,14,2,0,36
CN,2020-04-25,4,4,0,0,0
CT,2020-04-25,179,168,0,1,10
EX,2020-04-25,87,23,64,0,0
GA,2020-04-25,36,25,10,0,1
IB,2020-04-25,11,10,1,0,0
MC,2020-04-25,3,2,1,0,0
MD,2020-04-25,132,132,0,0,0
ML,2020-04-25,1,1,0,0,0
NC,2020-04-25,39,21,18,0,0
PV,2020-04-25,47,38,0,0,9
RI,2020-04-25,5,5,0,0,0
VC,2020-04-25,106,38,66,0,2
AN,2020-04-26,36,15,21,0,0
AR,2020-04-26,21,16,0,0,5
AS,2020-04-26,5,5,0,0,0
CB,2020-04-26,4,4,0,0,0
CE,2020-04-26,0,0,0,0,0
CL,2020-04-26,108,41,67,0,0
CM,2020-04-26,95,17,4,0,74
CN,2020-04-26,2,2,0,0,0
CT,2020-04-26,139,133,0,0,6
EX,2020-04-26,24,12,12,0,0
GA,2020-04-26,26,16,8,0,2
IB,2020-04-26,0,0,0,0,0
MC,2020-04-26,6,3,3,0,0
MD,2020-04-26,124,124,0,0,0
ML,2020-04-26,0,0,0,0,0
NC,2020-04-26,12,8,4,0,0
PV,2020-04-26,42,31,0,0,11
RI,2020-04-26,4,2,2,0,0
VC,2020-04-26,38,19,18,0,1
AN,2020-04-27,46,16,29,1,0
AR,2020-04-27,67,25,0,1,41
AS,2020-04-27,5,5,0,0,0
CB,2020-04-27,2,2,0,0,0
CE,2020-04-27,1,1,0,0,0
CL,2020-04-27,133,45,88,0,0
CM,2020-04-27,104,24,1,0,79
CN,2020-04-27,3,3,0,0,0
CT,2020-04-27,147,127,0,0,20
EX,2020-04-27,20,10,10,0,0
GA,2020-04-27,57,28,24,0,5
IB,2020-04-27,3,3,0,0,0
